Gene_symbol,gene_accession_id,analysis_id,pvalue,mouse_life_stage,parameter_id,parameter_name,parameter_description,parameter_group,mouse_strain
Psat1,MGI:2183441,88pz7a7m76v025n,0.888702,Early adult,IMPC_CSD_033_001,Gait,Gait,Images,129SV
Psat1,MGI:2183441,220973l66bs6eqd,0.888895,Early adult,IMPC_CSD_013_001,Coat - hair distribution - abdomen,Coat_hair_distribution_abdomen,Images,129SV
Psat1,MGI:2183441,95yfvjs085m9tjp,0.889457,Early adult,IMPC_EYE_063_001,Right inner nuclear layer,NA,Eye Morphology,129SV
Psat1,MGI:2183441,12sl92n033583gf,0.891968,Early adult,IMPC_EYE_054_001,Min left eye lens density,NA,Eye Morphology,C57BL
Psat1,MGI:2183441,971za0wsn64i6nw,0.895441,Early adult,IMPC_IMM_014_002,Treg cells - % of live leukocytes (Panel A),NA,Immunology,129SV
Psat1,MGI:2183441,ejg46311hn56r13,0.899292,Early adult,IMPC_DXA_006_001,Body length,Body_length,Images,129SV
Psat1,MGI:2183441,w87yo77tik14z90,0.899391,Early adult,HMGULA_OFD_009_001,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psat1,MGI:2183441,j4d7i06t6179u1m,0.899998,Early adult,IMPC_CBC_011_001,Iron,Iron,CBC Chemistry,129SV
Psat1,MGI:2183441,me18c4s5n701l68,0.907324,Early adult,ESLIM_021_001_001,Glucose,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Psat1,MGI:2183441,sqai0gl2781vnvn,0.909679,Early adult,CCP_XRY_031_001,Digit integrity,generated during R cleaning due to missing Parameter ID metadata,Images,129SV
Psat1,MGI:2183441,81fr528h92y6kp4,0.909983,Early adult,IMPC_EYE_007_001,Cornea,Cornea,Eye Morphology,129SV
Psat1,MGI:2183441,600104572m7381p,0.918734,Early adult,IMPC_ACS_033_001,% Pre-pulse inhibition - PPI1,Pre_pulse_inhibition_pp1,Brain,129SV
Psat1,MGI:2183441,u5l427dw88429kz,0.920435,Early adult,IMPC_CBC_014_001,Alkaline phosphatase,Alkaline_phosphatase,CBC Chemistry,C57BL
Psat1,MGI:2183441,5c50mp8e4971b2s,0.920719,Early adult,IMPC_EYE_027_001,Persistence of hyaloid vascular system,Persistence_of_hyaloid_vascular_system,Eye Morphology,C57BL
Psat1,MGI:2183441,p737x58ozcf84xm,0.920791,Early adult,ESLIM_007_001_009,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,129SV
Psat1,MGI:2183441,s91204f5znpcul7,0.923762,Early adult,ESLIM_021_001_003,Triglycerides,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,129SV
Psat1,MGI:2183441,1mi07gtt0kx9vsq,0.925613,Early adult,CCP_XRY_060_001,Transitional vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,129SV
Psat1,MGI:2183441,4v0csaw985d7722,0.927471,Early adult,MGP_CSD_004_001,Transfer arousal,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Psat1,MGI:2183441,84ofb75s8j8b3ro,0.927965,Early adult,IMPC_CBC_012_001,Aspartate aminotransferase,Aspartate_aminotransferase,CBC Chemistry,C57BL
Psat1,MGI:2183441,2n1py133klfht2s,0.93333,Early adult,IMPC_CBC_014_001,Alkaline phosphatase,Alkaline_phosphatase,CBC Chemistry,129SV
Psat1,MGI:2183441,18h933w98i51spv,0.936393,Early adult,IMPC_XRY_033_001,Tibia length,Tibia_length,Images,129SV
Psat1,MGI:2183441,27xn6aqbr6ax4we,0.938061,Early adult,JAX_OFD_007_001,Whole arena resting time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,129SV
Psat1,MGI:2183441,79753r658lh1bwg,0.943165,Early adult,IMPC_HWT_008_001,Heart weight,Heart_weight,Weight,129SV
Psat1,MGI:2183441,jin66w78b15oi0p,0.95246,Early adult,IMPC_OFD_050_001,Percentage center movement time,Percentage_center_movement_time,Activity/Movement,C57BL
Psat1,MGI:2183441,6w136d9aby9os57,0.96227,Early adult,IMPC_EYE_087_001,Right vitreous humor thickness,NA,Eye Morphology,129SV
Psat1,MGI:2183441,y797t66ay07gke8,0.965481,Early adult,IMPC_OFD_020_001,Distance travelled - total,Distance_travelled_total,Activity/Movement,C57BL
Psat1,MGI:2183441,094693q4n14c5i3,0.96972,Early adult,IMPC_ABR_006_001,12kHz-evoked ABR Threshold,12khz_evoked_abr_threshold,Brain,129SV
Psat1,MGI:2183441,0q972yu1b58p71z,0.973397,Early adult,ESLIM_011_001_009,PP3 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,129SV
Psat1,MGI:2183441,cc886oyk2n2y87b,0.973481,Early adult,IMPC_HEM_029_001,Neutrophil differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,129SV
Psat1,MGI:2183441,36ok85wsr7nhqel,0.973872,Early adult,M_G_P_025_001_003,Creatinine,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Psat1,MGI:2183441,vk9v7z646j035x4,0.976026,Early adult,ESLIM_021_001_002,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Psat1,MGI:2183441,zutyguvi0qs101g,0.978587,Early adult,JAX_OFD_019_001,Number of center entries,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,129SV
Psat1,MGI:2183441,198ls14ruzm1x3c,0.978817,Early adult,CCP_XRY_020_001,Processes on vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,129SV
Psat1,MGI:2183441,69sp9e70z48hj11,0.982942,Early adult,IMPC_CSD_039_001,Limb grasp,Limb_grasp,Images,129SV
Psat1,MGI:2183441,6wxh0xdfjkev7uo,0.983184,Early adult,TCP_CHL_072_001,PBS Inspiratory time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psat1,MGI:2183441,qblb1wky7y5exye,0.984862,Early adult,IMPC_OFD_014_001,Center distance travelled,Center_distance_travelled,Activity/Movement,C57BL
Psat1,MGI:2183441,5cc11756e765452,0.986359,Early adult,ESLIM_011_001_008,PP2 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,129SV
Psat1,MGI:2183441,095gv2g1op3a539,0.988781,Early adult,CCP_XRY_027_001,Joints,generated during R cleaning due to missing Parameter ID metadata,Images,129SV
Psat1,MGI:2183441,se5f5i26wqe9gr4,0.991385,Early adult,IMPC_HEM_030_001,Neutrophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,129SV
Psat1,MGI:2183441,8rxtb5r8796bz20,0.994105,Early adult,IMPC_EYE_014_001,Pupil Light Response,Pupil_light_response,Eye Morphology,129SV
Psmg1,MGI:1860263,97a6qe404pu8ik3,NULL,E9.5,ESLIM_011_001_009,PP3 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Psmg1,MGI:1860263,7i1q9dn72d74s38,NULL,Early adult,IMPC_CBC_020_001,Fructosamine,Fructosamine,CBC Chemistry,C57BL
Psmg1,MGI:1860263,2p7512t2p18z793,NULL,E9.5,IMPC_CSD_077_001,Contact righting,Contact_righting,Images,C57BL
Psmg1,MGI:1860263,2qezybz5xrkp1g7,NULL,Early adult,IMPC_HEM_001_001,White blood cell count,White_blood_cell_count,Hematology,C57BL
Psmg1,MGI:1860263,4x93qk438p8fai5,NULL,Early adult,IMPC_CBC_010_001,Phosphorus,Phosphate,CBC Chemistry,C57BL
Psmg1,MGI:1860263,1n8t6yqazwap8qm,NULL,E9.5,IMPC_HEM_030_001,Neutrophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Psmg1,MGI:1860263,r249evxf85ev8io,NULL,Early adult,IMPC_ECH_011_001,LVIDs,NA,Echocardiography,C57BL
Psmg1,MGI:1860263,qlg5v85en8m1z20,NULL,E9.5,M_G_P_016_001_006,Mean corpuscular hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Psmg1,MGI:1860263,w507tn070oxmd1r,NULL,E12.5,IMPC_CSD_003_001,Tail - thickness,Tail_thickness,Images,C57BL
Psmg1,MGI:1860263,qb86m4425p3fet5,0,E9.5,IMPC_GEL_024_001,Branchial arch morphology,Branchial_arch_morphology,Morphology/Development,C57BL
Psmg1,MGI:1860263,ry6lc6mfxqivspc,0,E9.5,IMPC_GEL_011_001,Embryo turning,Embryo_turning,Morphology/Development,C57BL
Psmg1,MGI:1860263,8eo9d0yj6xj22pf,0,E9.5,IMPC_GEL_032_001,Embryo Size,Embryo_size,Images,C57BL
Psmg1,MGI:1860263,hva57wpum351btp,0,E9.5,IMPC_GEL_060_001,Neural tube morphology,NA,Morphology/Development,C57BL
Psmg1,MGI:1860263,hem7etk5i8xmd60,0,E9.5,IMPC_GEL_018_001,Visceral yolk sac morphology,Visceral_yolk_sac_morphology,Morphology/Development,C57BL
Psmg1,MGI:1860263,1wk06ptj89k63q9,0,E9.5,IMPC_GEL_063_001,Delayed embryonic development,NA,Morphology/Development,C57BL
Psmg1,MGI:1860263,24v888b23do1774,0,E9.5,IMPC_GEL_027_001,Neural tube closure,Neural_tube_closure,Morphology/Development,C57BL
Psmg1,MGI:1860263,7g32w8c5ku9x169,0.00000985114,Early adult,IMPC_EYE_008_001,Corneal opacity,Corneal_opacity,Eye Morphology,C57BL
Psmg1,MGI:1860263,x51u6hw31643i0w,0.0513575,E12.5,IMPC_HEM_031_001,Lymphocyte differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Psmg1,MGI:1860263,h9xqdcj7828cdzq,0.052627,Early adult,ESLIM_016_001_007,Mean cell hemoglobin concentration,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Psmg1,MGI:1860263,ew8gaen42xtui12,0.0527081,E9.5,IMPC_HEM_002_001,Red blood cell count,Red_blood_cell_count,Hematology,C57BL
Psmg1,MGI:1860263,91uh937ig4nki92,0.0530205,E9.5,IMPC_EYE_083_001,Vitreous,NA,Eye Morphology,C57BL
Psmg1,MGI:1860263,814xfwrs7n01kc9,0.0533304,E12.5,IMPC_CSD_032_001,Locomotor activity,Locomotor_activity,Images,C57BL
Psmg1,MGI:1860263,pxs4pygu0418r5i,0.0542948,E12.5,IMPC_EYE_054_001,Min left eye lens density,NA,Eye Morphology,C57BL
Psmg1,MGI:1860263,fxto5kjxptpop78,0.060859,E9.5,IMPC_OFD_020_001,Distance travelled - total,Distance_travelled_total,Activity/Movement,C57BL
Psmg1,MGI:1860263,51ty3854xw89hh8,0.0664026,E12.5,IMPC_GEL_060_001,Neural tube morphology,NA,Morphology/Development,C57BL
Psmg1,MGI:1860263,l4477ew98r2r223,0.0684585,E9.5,IMPC_CBC_018_001,Glucose,Glucose,CBC Chemistry,C57BL
Psmg1,MGI:1860263,muamg57ykd8r49t,0.0689515,E12.5,IMPC_OFD_009_001,Whole arena average speed,Whole_arena_average_speed,Activity/Movement,C57BL
Psmg1,MGI:1860263,b7y938wv2939n9x,0.0701912,Early adult,HMGULA_GRS_009_001,Forelimb and hindlimb grip strength measurement mean,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psmg1,MGI:1860263,vhloi90mp58apfv,0.071104,Early adult,IMPC_XRY_033_001,Tibia length,Tibia_length,Images,C57BL
Psmg1,MGI:1860263,74w4pw5226e60pb,0.0729719,E12.5,ESLIM_016_001_006,Mean corpuscular hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Psmg1,MGI:1860263,9zhb201g04r65o3,0.0730886,E9.5,HMGULA_OFD_010_001,Periphery distance travelled,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psmg1,MGI:1860263,8w29la0d9c8mjv3,0.0744522,Early adult,IMPC_CSD_032_001,Locomotor activity,Locomotor_activity,Images,C57BL
Psmg1,MGI:1860263,j29271941w5fs95,0.0747956,E9.5,IMPC_ACS_035_001,% Pre-pulse inhibition - PPI3,Pre_pulse_inhibition_pp3,Brain,C57BL
Psmg1,MGI:1860263,129l97xu59w4526,0.0751602,Early adult,IMPC_IPG_012_001,Area under glucose response curve,NA,CBC Chemistry,C57BL
Psmg1,MGI:1860263,t68r37w9l7m3u84,0.0753741,E12.5,IMPC_HEM_036_001,Eosinophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Psmg1,MGI:1860263,3m7672of5x0ykms,0.0761877,E9.5,IMPC_DXA_008_001,Lean/Body weight,Lean_body_weight,Weight,C57BL
Psmg1,MGI:1860263,65exl3k269wb6qg,0.0780912,E9.5,IMPC_HWT_008_001,Heart weight,Heart_weight,Weight,C57BL
Psmg1,MGI:1860263,4q8850b82lt9901,0.0784923,E12.5,IMPC_IPG_010_001,Fasted blood glucose concentration,NA,CBC Chemistry,C57BL
Psmg1,MGI:1860263,m60gqr19lc41p6r,0.0787962,E12.5,IMPC_GEL_027_001,Neural tube closure,Neural_tube_closure,Morphology/Development,C57BL
Psmg1,MGI:1860263,b6a64zhq80mzi55,0.0810275,Early adult,IMPC_EYE_014_001,Pupil Light Response,Pupil_light_response,Eye Morphology,C57BL
Psmg1,MGI:1860263,68676x53fxx73fd,0.0826665,E9.5,IMPC_OFD_021_001,Number of rears - total,Number_of_rears_total,Activity/Movement,C57BL
Psmg1,MGI:1860263,505ja93h5mds5xz,0.0861259,E12.5,IMPC_HEM_027_001,Red blood cell distribution width,NA,Hematology,C57BL
Psmg1,MGI:1860263,sf2n9xd643bdbt6,0.0873019,Early adult,IMPC_DXA_006_001,Body length,Body_length,Images,C57BL
Psmg1,MGI:1860263,5zw3vpba34s9469,0.0883515,E12.5,IMPC_HEM_001_001,White blood cell count,White_blood_cell_count,Hematology,C57BL
Psmg1,MGI:1860263,5an5mcb1kgoa7u7,0.0971857,Early adult,IMPC_HEM_033_001,Monocyte differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Psmg1,MGI:1860263,8510f981691z8nd,0.102785,E9.5,IMPC_CBC_020_001,Fructosamine,Fructosamine,CBC Chemistry,C57BL
Psmg1,MGI:1860263,1c5l38tlgs06z6j,0.10388,Early adult,IMPC_ACS_006_001,Response amplitude - S,Response_amplitude_s,Brain,C57BL
Psmg1,MGI:1860263,t4z6rjpor4z88q4,0.103902,E12.5,IMPC_CBC_028_001,Creatine kinase,Creatine_kinase,CBC Chemistry,C57BL
Psmg1,MGI:1860263,9kc6j9hftbb7w56,0.10631,E12.5,ESLIM_011_001_006,110dB startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Psmg1,MGI:1860263,417q39pa2i1hm9o,0.107273,E9.5,IMPC_HEM_032_001,Lymphocyte cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Psmg1,MGI:1860263,625kgv7474towmi,0.108001,E12.5,IMPC_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,Forelimb_and_hindlimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Psmg1,MGI:1860263,8l2u3z2ew3487n7,0.108858,E9.5,IMPC_FEA_003_001,Conditioning Baseline % Freezing Time,Conditioning_baseline_freezing_time,Brain,C57BL
Psmg1,MGI:1860263,z95920do5pu3d47,0.109115,Early adult,IMPC_EYE_057_001,Min right eye lens density,NA,Eye Morphology,C57BL
Psmg1,MGI:1860263,j288zk627zq32i6,0.109551,E9.5,IMPC_HWT_002_001,Tibia length,Tibia_length,Weight,C57BL
Psmg1,MGI:1860263,648rk4f0258z8gn,0.11571,Early adult,IMPC_IPG_010_001,Fasted blood glucose concentration,NA,CBC Chemistry,C57BL
Psmg1,MGI:1860263,x059049dlhhjpcw,0.120148,E12.5,IMPC_HEM_033_001,Monocyte differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Psmg1,MGI:1860263,2i5tfj91t9f83if,0.120279,Early adult,IMPC_OFD_013_001,Periphery average speed,Periphery_average_speed,Activity/Movement,C57BL
Psmg1,MGI:1860263,m5e9fpc3k6fdzh9,0.120704,E12.5,MGP_CSD_004_001,Transfer arousal,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Psmg1,MGI:1860263,z333501w6co18f7,0.120987,E9.5,CCP_XRY_018_001,Shape of vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Psmg1,MGI:1860263,7im9x1mv813a563,0.121705,Early adult,M_G_P_008_001_012,Tail elevation,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Psmg1,MGI:1860263,kvd529w619w001i,0.124394,E9.5,IMPC_CSD_038_001,Trunk curl,Trunk_curl,Images,C57BL
Psmg1,MGI:1860263,g2drq078xpe2sb9,0.125576,E9.5,IMPC_IMM_014_002,Treg cells - % of live leukocytes (Panel A),NA,Immunology,C57BL
Psmg1,MGI:1860263,vu8075cgl3mdv30,0.12579,E9.5,IMPC_ABR_008_001,18kHz-evoked ABR Threshold,18khz_evoked_abr_threshold,Brain,C57BL
Psmg1,MGI:1860263,mxyq6173m6n47b5,0.12834,E9.5,ESLIM_011_001_010,PP4 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Psmg1,MGI:1860263,699dt25vvneb08y,0.128837,Early adult,ESLIM_021_001_001,Glucose,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Psmg1,MGI:1860263,9t442e3l616ll4g,0.129225,Early adult,IMPC_OFD_010_001,Periphery distance travelled,Periphery_distance_travelled,Activity/Movement,C57BL
Psmg1,MGI:1860263,8uylx2ib06s82f6,0.129949,E12.5,IMPC_OFD_018_001,Latency to center entry,Latency_to_center_entry,Activity/Movement,C57BL
Psmg1,MGI:1860263,8721726f94wy466,0.135485,Early adult,IMPC_HWT_008_001,Heart weight,Heart_weight,Weight,C57BL
Psmg1,MGI:1860263,x296yjkrbu4e499,0.136531,E12.5,IMPC_ACS_035_001,% Pre-pulse inhibition - PPI3,Pre_pulse_inhibition_pp3,Brain,C57BL
Psmg1,MGI:1860263,iu319g99mx424q6,0.136912,E9.5,IMPC_HEM_036_001,Eosinophil cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Psmg1,MGI:1860263,144tpvlm7525w41,0.137111,E12.5,CCP_XRY_027_001,Joints,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Psmg1,MGI:1860263,c1s6yx2t0t775r5,0.142061,Early adult,IMPC_GRS_009_001,Forelimb and hindlimb grip strength measurement mean,Forelimb_and_hindlimb_grip_strength_measurement_mean,Activity/Movement,C57BL
Psmg1,MGI:1860263,keo6ijv5wj2eu8m,0.146398,Early adult,IMPC_GEL_060_001,Neural tube morphology,NA,Morphology/Development,C57BL
Psmg1,MGI:1860263,53y8vudja1jh69y,0.148182,E12.5,IMPC_OFD_050_001,Percentage center movement time,Percentage_center_movement_time,Activity/Movement,C57BL
Psmg1,MGI:1860263,5v84zm2a3665xb1,0.149035,Early adult,ESLIM_016_001_003,Hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Psmg1,MGI:1860263,2bdh30705w355d2,0.153453,Early adult,IMPC_ABR_008_001,18kHz-evoked ABR Threshold,18khz_evoked_abr_threshold,Brain,C57BL
Psmg1,MGI:1860263,q60n4y6m198j994,0.153698,E12.5,IMPC_HEM_004_001,Hematocrit,Hematocrit,Hematology,C57BL
Psmg1,MGI:1860263,28849t65483p685,0.156971,E12.5,IMPC_OFD_007_001,Whole arena resting time,Whole_arena_resting_time,Activity/Movement,C57BL
Psmg1,MGI:1860263,81vre25gomcvtg3,0.158102,E12.5,IMPC_CSD_039_001,Limb grasp,Limb_grasp,Images,C57BL
Psmg1,MGI:1860263,5081bgs8j0p567j,0.158886,E12.5,IMPC_CBC_054_001,Magnesium,NA,CBC Chemistry,C57BL
Psmg1,MGI:1860263,x3v771y0rk87rqz,0.160021,E12.5,IMPC_ABR_012_001,30kHz-evoked ABR Threshold,30khz_evoked_abr_threshold,Brain,C57BL
Psmg1,MGI:1860263,0673z8d9788br63,0.160547,E12.5,IMPC_DXA_006_001,Body length,Body_length,Images,C57BL
Psmg1,MGI:1860263,2a7e4w07cz9f4bl,0.161461,Early adult,IMPC_CBC_018_001,Glucose,Glucose,CBC Chemistry,C57BL
Psmg1,MGI:1860263,5ap1906sbca20j1,0.169976,Early adult,IMPC_EYE_070_001,Left outer nuclear layer,NA,Eye Morphology,C57BL
Psmg1,MGI:1860263,jfvjk773kz8xmu7,0.170106,E12.5,JAX_OFD_007_001,Whole arena resting time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psmg1,MGI:1860263,k3p74867h9w1530,0.172963,Early adult,IMPC_GEL_063_001,Delayed embryonic development,NA,Morphology/Development,C57BL
Psmg1,MGI:1860263,g6e2nogs7y90335,0.174317,E12.5,ESLIM_007_001_009,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psmg1,MGI:1860263,rx96gwqj372a652,0.175991,E9.5,ESLIM_021_001_002,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Psmg1,MGI:1860263,1nln96n45re7nmi,0.176022,Early adult,IMPC_EYE_016_001,Lens,Lens,Eye Morphology,C57BL
Psmg1,MGI:1860263,c5o7wg0imq7xg2o,0.179352,Early adult,IMPC_EYE_007_001,Cornea,Cornea,Eye Morphology,C57BL
Psmg1,MGI:1860263,2li21z32rqgis15,0.182664,E9.5,IMPC_EYE_092_002,Retina (combined),NA,Eye Morphology,C57BL
Psmg1,MGI:1860263,1c798187596313l,0.187186,E12.5,IMPC_ABR_010_001,24kHz-evoked ABR Threshold,24khz_evoked_abr_threshold,Brain,C57BL
Psmg1,MGI:1860263,6fwrb33bj6cf445,0.187193,Early adult,IMPC_CBC_003_001,Chloride,Chloride,CBC Chemistry,C57BL
Psmg1,MGI:1860263,62r5y1dx45t5rk9,0.188603,E9.5,M_G_P_025_001_003,Creatinine,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Psmg1,MGI:1860263,y74h7l5r00l661q,0.188678,E9.5,ESLIM_021_001_003,Triglycerides,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Psmg1,MGI:1860263,47qni52br7n218r,0.188963,E12.5,IMPC_OFD_021_001,Number of rears - total,Number_of_rears_total,Activity/Movement,C57BL
Psmg1,MGI:1860263,gq0su5x0at25t41,0.189605,E9.5,IMPC_XRY_033_001,Tibia length,Tibia_length,Images,C57BL
Psmg1,MGI:1860263,25nqm2839duyjt8,0.189712,Early adult,IMPC_HWT_002_001,Tibia length,Tibia_length,Weight,C57BL
Psmg1,MGI:1860263,v2059i29uoop235,0.189754,E12.5,IMPC_OFD_012_001,Periphery permanence time,Periphery_permanence_time,Activity/Movement,C57BL
Psmg1,MGI:1860263,cmmr8kizv80o5j3,0.190175,E9.5,TCP_CHL_072_001,PBS Inspiratory time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psmg1,MGI:1860263,7jo8kurha4k49fn,0.191114,E9.5,IMPC_EYE_070_001,Left outer nuclear layer,NA,Eye Morphology,C57BL
Psmg1,MGI:1860263,97n3570795lxgx0,0.192612,E12.5,ESLIM_016_001_003,Hemoglobin,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Psmg1,MGI:1860263,nrss3r60wo6dp00,0.193031,Early adult,IMPC_HEM_027_001,Red blood cell distribution width,NA,Hematology,C57BL
Psmg1,MGI:1860263,5155812h86674kr,0.193169,Early adult,IMPC_ACS_034_001,% Pre-pulse inhibition - PPI2,Pre_pulse_inhibition_pp2,Brain,C57BL
Psmg1,MGI:1860263,7nmvcg6byuw932j,0.196402,Early adult,IMPC_CSD_028_001,Snout size,Snout_size,Images,C57BL
Psmg1,MGI:1860263,n4gz3w3ax19yw24,0.197021,E9.5,IMPC_CBC_028_001,Creatine kinase,Creatine_kinase,CBC Chemistry,C57BL
Psmg1,MGI:1860263,8n9rqmnl0g078il,0.201513,E9.5,IMPC_DXA_009_001,Fat/Body weight,Fat_body_weight,Weight,C57BL
Psmg1,MGI:1860263,300qi538zsgl7q3,0.202318,E9.5,ESLIM_007_001_009,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psmg1,MGI:1860263,m8gp1uq1g3y5o4r,0.202661,E9.5,IMPC_CBC_013_001,Alanine aminotransferase,Alanine_aminotransferase,CBC Chemistry,C57BL
Psmg1,MGI:1860263,045402rd91dksev,0.20334,Early adult,ESLIM_011_001_008,PP2 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Psmg1,MGI:1860263,v82o33w06ibz7zv,0.204742,E9.5,JAX_OFD_013_001,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psmg1,MGI:1860263,ni0df878n7y12j1,0.207599,E12.5,IMPC_ECH_011_001,LVIDs,NA,Echocardiography,C57BL
Psmg1,MGI:1860263,4088430smd0f4zm,0.207845,Early adult,IMPC_CSD_036_001,Startle response,Startle_response,Images,C57BL
Psmg1,MGI:1860263,p4awxp09nz23jqy,0.213062,Early adult,IMPC_CSD_003_001,Tail - thickness,Tail_thickness,Images,C57BL
Psmg1,MGI:1860263,hejvpv3xblbq067,0.213119,E12.5,HMGULA_OFD_020_001,Distance travelled - total,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Psmg1,MGI:1860263,1m67c3u33ij7182,0.218745,Early adult,IMPC_CSD_062_001,Skin texture - whole body,Skin_texture_whole_body,Images,C57BL
